city_id,city_name,latitude,longitude,state
645,Suratgarh,29.32,73.9,Rajasthan
646,Tonk,26.17,75.78,Rajasthan
647,Udaipur,24.58,73.69,Rajasthan
648,Alandur,13.03,80.23,Tamil Nadu
649,Ambattur,13.11,80.17,Tamil Nadu
650,Ambur,12.8,78.72,Tamil Nadu
651,Arakonam,13.08,79.67,Tamil Nadu
652,Arani,12.68,79.28,Tamil Nadu
653,Aruppukkottai,9.51,78.09,Tamil Nadu
654,Attur,11.6,78.6,Tamil Nadu
655,Avadi,13.12,80.11,Tamil Nadu
656,Avaniapuram,9.86,78.12,Tamil Nadu
657,Bodinayakkanur,10.01,77.35,Tamil Nadu
658,Chengalpattu,12.7,79.97,Tamil Nadu
659,Dharapuram,10.74,77.52,Tamil Nadu
660,Dharmapuri,12.13,78.16,Tamil Nadu
661,Dindigul,10.36,77.97,Tamil Nadu
662,Erode,11.35,77.73,Tamil Nadu
663,Gopichettipalaiyam,11.46,77.43,Tamil Nadu
664,Gudalur,11.76,79.75,Tamil Nadu
665,Gudiyattam,12.95,78.86,Tamil Nadu
666,Hosur,12.72,77.82,Tamil Nadu
667,Idappadi,11.58,77.85,Tamil Nadu
668,Kadayanallur,9.08,77.35,Tamil Nadu
669,Kambam,9.74,77.28,Tamil Nadu
670,Kanchipuram,12.84,79.7,Tamil Nadu
671,Karur,10.96,78.07,Tamil Nadu
672,Kavundampalaiyam,11.05,76.92,Tamil Nadu
673,Kovilpatti,9.19,77.86,Tamil Nadu
674,Koyampattur,11.01,76.96,Tamil Nadu
675,Krishnagiri,12.54,78.21,Tamil Nadu
676,Kumarapalaiyam,11.44,77.73,Tamil Nadu
677,Kumbakonam,10.97,79.38,Tamil Nadu
678,Kuniyamuthur,10.98,76.95,Tamil Nadu
679,Kurichi,10.92,76.96,Tamil Nadu
680,Madhavaram,13.02,80.26,Tamil Nadu
681,Chennai,13.09,80.27,Tamil Nadu
682,Madurai,9.92,78.12,Tamil Nadu
683,Mannargudi,10.67,79.45,Tamil Nadu
684,Madras,13.09,80.27,Tamil Nadu
685,Mettupalayam,11.3,76.94,Tamil Nadu
686,Mettur,11.8,77.8,Tamil Nadu
687,Nagapattinam,10.8,79.84,Tamil Nadu
688,Nagercoil,8.18,77.43,Tamil Nadu
689,Namakkal,11.23,78.17,Tamil Nadu
690,Nerkunram,13.04,80.26,Tamil Nadu
691,Neyveli,11.62,79.48,Tamil Nadu
692,Pallavaram,12.99,80.16,Tamil Nadu
693,Pammal,12.97,80.11,Tamil Nadu
694,Pannuratti,11.78,79.55,Tamil Nadu
695,Paramakkudi,9.54,78.59,Tamil Nadu
696,Pattukkottai,10.43,79.31,Tamil Nadu
697,Pollachi,10.67,77,Tamil Nadu
698,Pudukkottai,10.39,78.82,Tamil Nadu
699,Puliyankudi,9.18,77.4,Tamil Nadu
700,Punamalli,13.05,80.11,Tamil Nadu
701,Rajapalaiyam,9.46,77.55,Tamil Nadu
702,Ramanathapuram,9.37,78.83,Tamil Nadu
703,Salem,11.67,78.16,Tamil Nadu
704,Sankarankoil,9.17,77.54,Tamil Nadu
705,Sivakasi,9.46,77.79,Tamil Nadu
706,Srivilliputtur,9.52,77.63,Tamil Nadu
707,Tambaram,12.93,80.12,Tamil Nadu
708,Tenkasi,8.96,77.31,Tamil Nadu
709,Thanjavur,10.79,79.13,Tamil Nadu
710,Theni Allinagaram,10.02,77.48,Tamil Nadu
711,Thiruthangal,9.48,77.83,Tamil Nadu
712,Thiruvarur,10.78,79.64,Tamil Nadu
713,Thuthukkudi,8.81,78.14,Tamil Nadu
714,Tindivanam,12.24,79.65,Tamil Nadu
715,Tiruchchirappalli,10.81,78.69,Tamil Nadu
716,Tiruchengode,11.38,77.9,Tamil Nadu
717,Tirunelveli,8.73,77.69,Tamil Nadu
718,Tirupathur,12.5,78.57,Tamil Nadu
719,Tiruppur,11.09,77.35,Tamil Nadu
720,Tiruvannamalai,12.24,79.07,Tamil Nadu
721,Tiruvottiyur,13.16,80.29,Tamil Nadu
722,Udagamandalam,11.42,76.69,Tamil Nadu
723,Udumalaipettai,10.58,77.24,Tamil Nadu
724,Valparai,10.38,76.99,Tamil Nadu
725,Vaniyambadi,12.69,78.6,Tamil Nadu
726,Velluru,12.92,79.13,Tamil Nadu
727,Viluppuram,11.95,79.49,Tamil Nadu
728,Virappanchatram,11.4,77.7,Tamil Nadu
729,Virudhachalam,11.51,79.32,Tamil Nadu
730,Virudunagar,9.59,77.95,Tamil Nadu
731,Agartala,23.84,91.27,Tripura
732,Agra,27.19,78.01,Uttar Pradesh
733,Aligarh,27.89,78.06,Uttar Pradesh
734,Allahabad,25.45,81.84,Uttar Pradesh
735,Amroha,28.91,78.46,Uttar Pradesh
736,Aonla,28.28,79.15,Uttar Pradesh
737,Auraiya,26.47,79.5,Uttar Pradesh
738,Ayodhya,26.8,82.2,Uttar Pradesh
739,Azamgarh,26.07,83.18,Uttar Pradesh
740,Baheri,28.78,79.5,Uttar Pradesh
741,Bahraich,27.58,81.59,Uttar Pradesh
742,Ballia,25.76,84.15,Uttar Pradesh
743,Balrampur,27.43,82.18,Uttar Pradesh
744,Banda,25.48,80.33,Uttar Pradesh
745,Baraut,29.1,77.26,Uttar Pradesh
746,Bareli,28.36,79.41,Uttar Pradesh
747,Basti,26.8,82.74,Uttar Pradesh
748,Bela,25.92,81.99,Uttar Pradesh
749,Bhadohi,25.4,82.56,Uttar Pradesh
750,Bijnor,29.38,78.13,Uttar Pradesh
751,Bisalpur,28.3,79.8,Uttar Pradesh
752,Biswan,27.5,81,Uttar Pradesh
753,Budaun,28.04,79.12,Uttar Pradesh
754,Bulandshahr,28.41,77.85,Uttar Pradesh
755,Chandausi,28.46,78.78,Uttar Pradesh
756,Chandpur,29.14,78.27,Uttar Pradesh
757,Chhibramau,27.15,79.52,Uttar Pradesh
758,Chitrakut Dham,25.2,80.84,Uttar Pradesh
759,Dadri,28.57,77.55,Uttar Pradesh
760,Deoband,29.7,77.67,Uttar Pradesh
761,Deoria,26.51,83.78,Uttar Pradesh
762,Etah,27.57,78.64,Uttar Pradesh
763,Etawah,26.78,79.01,Uttar Pradesh
764,Faizabad,26.78,82.14,Uttar Pradesh
765,Faridpur,28.22,79.53,Uttar Pradesh
766,Farrukhabad,27.4,79.57,Uttar Pradesh
767,Fatehpur,25.93,80.81,Uttar Pradesh
768,Firozabad,27.15,78.39,Uttar Pradesh
769,Gajraula,28.85,78.23,Uttar Pradesh
770,Ganga Ghat,26.52,80.45,Uttar Pradesh
771,Gangoh,29.77,77.25,Uttar Pradesh
772,Ghaziabad,28.66,77.41,Uttar Pradesh
773,Ghazipur,25.59,83.59,Uttar Pradesh
774,Gola Gokarannath,28.08,80.47,Uttar Pradesh
775,Gonda,27.14,81.95,Uttar Pradesh
776,Gorakhpur,26.76,83.36,Uttar Pradesh
777,Hapur,28.73,77.77,Uttar Pradesh
778,Hardoi,27.42,80.12,Uttar Pradesh
779,Hasanpur,28.72,78.28,Uttar Pradesh
780,Hathras,27.6,78.04,Uttar Pradesh
781,Jahangirabad,28.42,78.1,Uttar Pradesh
782,Jalaun,26.15,79.35,Uttar Pradesh
783,Jaunpur,25.76,82.69,Uttar Pradesh
784,Jhansi,25.45,78.56,Uttar Pradesh
785,Kadi,23.31,72.33,Uttar Pradesh
786,Kairana,29.4,77.2,Uttar Pradesh
787,Kannauj,27.06,79.91,Uttar Pradesh
788,Kanpur,26.47,80.33,Uttar Pradesh
789,Kanpur Cantonment,26.5,80.28,Uttar Pradesh
790,Kasganj,27.81,78.63,Uttar Pradesh
791,Khatauli,29.28,77.72,Uttar Pradesh
792,Khurja,28.26,77.85,Uttar Pradesh
793,Kiratpur,29.52,78.2,Uttar Pradesh
794,Kosi Kalan,27.8,77.44,Uttar Pradesh
795,Laharpur,27.72,80.9,Uttar Pradesh
796,Lakhimpur,27.95,80.78,Uttar Pradesh
797,Lucknow,26.85,80.92,Uttar Pradesh
798,Lucknow Cantonment,26.81,80.97,Uttar Pradesh
799,Lalitpur,24.7,78.41,Uttar Pradesh
800,Loni,28.75,77.28,Uttar Pradesh
801,Mahoba,25.3,79.87,Uttar Pradesh
802,Mainpuri,27.24,79.02,Uttar Pradesh
803,Mathura,27.5,77.68,Uttar Pradesh
804,Mau,25.96,83.56,Uttar Pradesh
805,Mauranipur,25.24,79.13,Uttar Pradesh
806,Mawana,29.11,77.91,Uttar Pradesh
807,Mirat,28.99,77.7,Uttar Pradesh
808,Mirat Cantonment,29.02,77.67,Uttar Pradesh
809,Mirzapur,25.16,82.56,Uttar Pradesh
810,Modinagar,28.92,77.62,Uttar Pradesh
811,Moradabad,28.84,78.76,Uttar Pradesh
812,Mubarakpur,26.09,83.28,Uttar Pradesh
813,Mughal Sarai,25.3,83.12,Uttar Pradesh
814,Muradnagar,28.78,77.5,Uttar Pradesh
815,Muzaffarnagar,29.48,77.69,Uttar Pradesh
816,Nagina,29.45,78.43,Uttar Pradesh
817,Najibabad,29.62,78.33,Uttar Pradesh
818,Nawabganj,26.94,81.19,Uttar Pradesh
819,Noida,28.58,77.33,Uttar Pradesh
820,Obra,24.42,82.98,Uttar Pradesh
821,Orai,25.99,79.45,Uttar Pradesh
822,Pilibhit,28.64,79.81,Uttar Pradesh
823,Pilkhuwa,28.72,77.65,Uttar Pradesh
824,Rae Bareli,26.23,81.23,Uttar Pradesh
825,Rampur,28.82,79.02,Uttar Pradesh
826,Rath,25.58,79.57,Uttar Pradesh
827,Renukut,24.2,83.03,Uttar Pradesh
828,Saharanpur,29.97,77.54,Uttar Pradesh
829,Sahaswan,28.08,78.74,Uttar Pradesh
830,Sambhal,28.59,78.56,Uttar Pradesh
831,Sandila,27.08,80.52,Uttar Pradesh
832,Shahabad,27.65,79.95,Uttar Pradesh
833,Shahjahanpur,27.88,79.9,Uttar Pradesh
834,Shamli,29.46,77.31,Uttar Pradesh
835,Sherkot,29.35,78.58,Uttar Pradesh
836,Shikohabad,27.12,78.58,Uttar Pradesh
837,Sikandarabad,28.44,77.69,Uttar Pradesh
838,Sitapur,27.57,80.69,Uttar Pradesh
839,Sultanpur,26.26,82.06,Uttar Pradesh
840,Tanda,26.55,82.65,Uttar Pradesh
841,Tilhar,27.98,79.73,Uttar Pradesh
842,Tundla,27.2,78.28,Uttar Pradesh
843,Ujhani,28.02,79.02,Uttar Pradesh
844,Unnao,26.55,80.49,Uttar Pradesh
845,Varanasi,25.32,83.01,Uttar Pradesh
846,Vrindavan,27.58,77.7,Uttar Pradesh
847,Dehra Dun,30.34,78.05,Uttaranchal
848,Dehra Dun Cantonment,30.34,77.97,Uttaranchal
849,Haldwani,29.23,79.52,Uttaranchal
850,Haridwar,29.98,78.16,Uttaranchal
851,Kashipur,29.22,78.96,Uttaranchal
852,Pithoragarh,29.58,80.22,Uttaranchal
853,Rishikesh,30.12,78.29,Uttaranchal
854,Rurki,29.87,77.89,Uttaranchal
855,Alipur Duar,26.5,89.53,West Bengal
856,Arambagh,22.88,87.78,West Bengal
857,Asansol,23.69,86.98,West Bengal
858,Ashoknagar Kalyangarh,22.84,88.63,West Bengal
859,Baharampur,24.1,88.24,West Bengal
860,Baidyabati,22.79,88.33,West Bengal
861,Baj Baj,22.48,88.17,West Bengal
862,Bally,22.65,88.35,West Bengal
863,Bally Cantonment,22.65,88.36,West Bengal
864,Balurghat,25.23,88.77,West Bengal
865,Bangaon,23.05,88.83,West Bengal
866,Bankra,22.58,88.31,West Bengal
867,Bankura,23.24,87.07,West Bengal
868,Bansbaria,22.95,88.4,West Bengal
869,Baranagar,22.64,88.37,West Bengal
870,Barddhaman,23.24,87.86,West Bengal
871,Basirhat,22.66,88.86,West Bengal
872,Bhadreswar,22.84,88.35,West Bengal
873,Bhatpara,22.89,88.42,West Bengal
874,Bidhannagar,22.57,88.42,West Bengal
875,Binnaguri,26.74,89.04,West Bengal
876,Bishnupur,23.08,87.33,West Bengal
877,Kolkata,22.57,88.36,West Bengal
878,Calcutta,22.57,88.36,West Bengal
879,Chakdaha,22.48,88.35,West Bengal
880,Champdani,22.81,88.34,West Bengal
881,Chandannagar,22.89,88.37,West Bengal
882,Contai,21.79,87.75,West Bengal
883,Darjiling,27.05,88.26,West Bengal
884,Dhulian,24.68,87.97,West Bengal
885,Dinhata,26.13,89.47,West Bengal
886,Dum Dum,22.63,88.42,West Bengal
887,Durgapur,23.5,87.31,West Bengal
888,Gangarampur,25.4,88.52,West Bengal
889,Garulia,22.83,88.37,West Bengal
890,Gayespur,22.98,88.51,West Bengal
891,Ghatal,22.67,87.72,West Bengal
892,Habra,22.84,88.62,West Bengal
893,Halisahar,22.95,88.42,West Bengal
894,Haora,22.58,88.33,West Bengal
895,HugliChunchura,22.91,88.4,West Bengal
896,Ingraj Bazar,25.01,88.14,West Bengal
897,Islampur,26.27,88.2,West Bengal
898,Jalpaiguri,26.53,88.71,West Bengal
899,Jamuria,23.7,87.08,West Bengal
900,Jangipur,24.47,88.07,West Bengal
901,Jhargram,22.45,86.98,West Bengal
902,Kaliyaganj,25.63,88.32,West Bengal
903,Kalna,23.22,88.37,West Bengal
904,Kalyani,22.98,88.48,West Bengal
905,Kamarhati,22.67,88.37,West Bengal
906,Kanchrapara,22.95,88.45,West Bengal
907,Kandi,23.95,88.03,West Bengal
908,Karsiyang,26.88,88.28,West Bengal
909,Katwa,23.65,88.13,West Bengal
910,Kharagpur,22.34,87.31,West Bengal
911,Kharagpur Railway Settlement,22.34,87.26,West Bengal
912,Khardaha,22.73,88.38,West Bengal
913,Koch Bihar,26.33,89.46,West Bengal
914,Konnagar,22.7,88.36,West Bengal
915,Krishnanagar,23.41,88.51,West Bengal
916,Kulti,23.72,86.89,West Bengal
917,Madhyamgram,22.7,88.45,West Bengal
918,Maheshtala,22.51,88.23,West Bengal
919,Memari,23.2,88.12,West Bengal
920,Midnapur,22.33,87.15,West Bengal
921,Naihati,22.91,88.43,West Bengal
922,Navadwip,23.42,88.37,West Bengal
923,Ni Barakpur,22.77,88.36,West Bengal
924,North Barakpur,22.78,88.37,West Bengal
925,North Dum Dum,22.64,88.41,West Bengal
926,Panihati,22.69,88.37,West Bengal
927,Phulia,23.24,88.5,West Bengal
928,Pujali,22.47,88.15,West Bengal
929,Puruliya,23.34,86.36,West Bengal
930,Raiganj,25.62,88.12,West Bengal
931,Rajpur,22.44,88.44,West Bengal
932,Rampur Hat,24.17,87.78,West Bengal
933,Ranaghat,23.19,88.58,West Bengal
934,Raniganj,23.62,87.11,West Bengal
935,Rishra,22.71,88.36,West Bengal
936,Shantipur,23.26,88.44,West Bengal
937,Shiliguri,26.73,88.42,West Bengal
938,Shrirampur,22.74,88.35,West Bengal
939,Siuri,23.91,87.53,West Bengal
940,South Dum Dum,22.61,88.41,West Bengal
941,Titagarh,22.74,88.38,West Bengal
942,Ulubaria,22.47,88.11,West Bengal
943,UttarparaKotrung,22.66,88.35,West Bengal
